Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Mike Villani,Stony Brook,SO,SS,0.238,0.364,0.317,0.681,41,156,126,24,30,4,0,2,17,1,25,15,11,1
Zach Jackson,Virginia,FR,RF,0.238,0.376,0.439,0.815,54,204,164,34,39,5,2,8,28,5,32,69,8,0
Carson Applegate,Saint Joseph&#8217;s,JR,SS,0.237,0.342,0.279,0.621,54,228,190,35,45,5,0,1,23,18,14,47,4,2
Max Kalk,Ball State,JR,C,0.237,0.374,0.314,0.688,43,147,118,23,28,4,1,1,11,10,17,32,0,0
Jake Sparks,Siena,JR,3B,0.237,0.35,0.326,0.676,44,164,135,20,32,6,0,2,26,2,22,52,1,0
Gabe Pitts,Central Connecticut,SO,CF,0.237,0.311,0.314,0.624,34,135,118,15,28,5,2,0,10,5,8,18,12,2
Kobe Benson,Eastern Kentucky,SR,2B,0.237,0.437,0.281,0.717,55,196,139,28,33,3,0,1,11,9,41,32,9,2
Mark Ross II,Central Arkansas,SO,RF,0.237,0.371,0.378,0.749,48,194,156,27,37,8,1,4,18,7,28,48,3,0
Jack Zebig,Illinois,SR,LF,0.236,0.385,0.422,0.808,49,208,161,28,38,7,1,7,37,7,34,31,3,0
Shannon Martin,Grambling,SR,2B,0.236,0.403,0.291,0.694,51,221,165,38,39,4,1,1,29,14,34,32,6,3
Jackson Cauthron,Eastern Kentucky,SR,1B,0.236,0.366,0.399,0.765,50,185,148,26,35,7,4,3,27,14,18,22,4,2
Tony Konopiots,Oakland,SO,LF,0.236,0.335,0.382,0.717,48,194,165,30,39,7,1,5,26,6,20,37,5,0
Dylan Larkins,Georgetown,SO,CF,0.236,0.317,0.337,0.654,50,206,178,27,42,8,2,2,23,1,21,42,12,1
Jay Abernathy,Tennessee,SO,CF,0.236,0.352,0.379,0.73,46,169,140,36,33,9,1,3,16,3,22,37,9,1
Lucas Bonham,UC Riverside,JR,3B,0.236,0.311,0.434,0.745,47,207,182,26,43,9,0,9,31,4,17,46,0,3
Chase Mora,Texas State,SR,3B,0.235,0.293,0.447,0.74,60,248,226,41,53,13,1,11,34,6,13,67,4,2
Michael Burroughs,Prairie View,SR,LF,0.235,0.381,0.386,0.766,48,210,166,29,39,10,0,5,37,11,30,38,7,0
Thomas Ferroggiaro,Santa Clara,SR,2B,0.235,0.368,0.374,0.743,51,232,187,48,44,11,0,5,19,7,33,30,5,3
Matthew Jackson,Stony Brook,JR,DH,0.235,0.378,0.371,0.749,44,165,132,19,31,7,1,3,23,7,24,37,16,2
Tommy Markey,Fordham,SO,CF,0.235,0.314,0.31,0.624,54,214,187,32,44,11,0,1,22,8,14,39,22,4
Brayden Ricketts,Indiana,FR,DH,0.235,0.377,0.451,0.828,48,193,153,24,36,6,0,9,28,9,27,38,0,0
Brennan Holt,Alabama,GR,2B,0.234,0.379,0.314,0.693,59,237,188,34,44,7,1,2,21,14,31,62,15,2
Noah Karliner,UC Santa Barbara,GR,RF,0.234,0.343,0.446,0.789,55,204,175,31,41,7,0,10,28,4,25,64,1,0
Jackson Freeman,Northwestern,JR,RF,0.234,0.318,0.416,0.735,52,226,197,28,46,7,1,9,21,4,21,53,1,2
Charlie Parcell,Northern Illinois,JR,CF,0.234,0.352,0.298,0.65,53,252,205,30,48,6,2,1,21,13,26,27,18,3
Jake Kernodle,Princeton,JR,3B,0.234,0.353,0.273,0.626,37,153,128,23,30,2,0,1,19,8,16,43,2,0
Evan Menzel,Connecticut,SO,2B,0.234,0.305,0.323,0.629,46,196,167,26,39,7,1,2,23,2,17,32,4,2
Conlan Daniel,Cincinnati,SO,CF,0.234,0.355,0.35,0.706,48,170,137,29,32,3,2,3,18,8,19,61,15,4
Cam Mallo,Presbyterian,SO,2B,0.234,0.322,0.273,0.596,45,153,128,13,30,2,0,1,18,3,15,19,2,0
Matthew Witkow,Harvard,FR,1B,0.234,0.386,0.306,0.692,33,141,111,11,26,6,1,0,9,6,22,31,1,0
Korbin Reynolds,Vanderbilt,FR,C,0.234,0.335,0.403,0.738,48,184,154,25,36,6,1,6,28,16,9,61,2,0
Blaise Priester,Southeastern Louisiana,SR,C,0.233,0.368,0.491,0.858,51,196,159,33,37,7,2,10,28,13,21,58,3,1
Colby Thorndyke,Coastal Carolina,JR,1B,0.233,0.308,0.331,0.639,54,204,172,33,40,8,0,3,19,6,14,49,12,3
Ethan Swidler,Washington,SR,C,0.233,0.347,0.356,0.703,44,175,146,20,34,6,0,4,15,3,23,49,0,0
Colin Husko,Illinois-Chicago,SR,2B,0.233,0.364,0.281,0.644,44,179,146,26,34,5,1,0,20,11,19,23,4,1
Parker Airhart,Murray State,GR,C,0.233,0.352,0.336,0.688,48,181,146,25,34,4,1,3,27,10,19,32,2,1
Ryan Grundy,Holy Cross,JR,1B,0.233,0.375,0.445,0.82,47,185,146,28,34,13,0,6,37,12,23,53,6,1
Patrick Evans,South Carolina,JR,2B,0.233,0.31,0.455,0.765,52,211,189,25,44,14,2,8,20,2,19,59,8,2
Gavin Smith,Harvard,SO,LF,0.233,0.313,0.336,0.649,34,131,116,11,27,6,0,2,14,0,14,27,2,1
Kyle Branch,Oklahoma,SO,2B,0.233,0.333,0.319,0.652,54,194,163,35,38,5,0,3,20,2,23,25,3,2
Preston Yaucher,Penn State,FR,SS,0.233,0.257,0.326,0.583,48,180,172,23,40,6,2,2,20,3,3,41,4,2
Gavin Bennett,Valparaiso,GR,1B,0.232,0.36,0.265,0.625,48,189,155,23,36,5,0,0,12,3,28,37,0,0
Chris Goode,Merrimack,SR,CF,0.232,0.373,0.361,0.734,48,194,155,40,36,8,0,4,21,7,29,59,11,1
Nash Crowell,Tennessee Tech,SR,1B,0.232,0.335,0.417,0.752,46,181,151,24,35,11,1,5,31,12,13,33,0,0
Cade Ladehoff,Michigan,SO,1B,0.232,0.343,0.394,0.737,47,173,142,21,33,9,1,4,26,6,20,33,0,0
Braden Benton,Lamar,SR,1B,0.232,0.38,0.298,0.678,57,213,168,8,39,5,0,2,23,1,41,46,0,0
Jace Martinez,Sam Houston,JR,2B,0.232,0.34,0.288,0.628,56,216,177,31,41,6,2,0,18,1,30,56,20,3
Tommy Farmer IV,UC Irvine,JR,CF,0.232,0.366,0.413,0.779,42,172,138,25,32,4,3,5,22,10,21,39,9,0
Jackson Brewer,Columbia,SO,RF,0.232,0.307,0.442,0.749,34,153,138,20,32,6,1,7,30,6,9,42,3,2
Jake Beauchaine,Seattle,JR,CF,0.232,0.316,0.319,0.635,47,209,185,20,43,7,0,3,22,5,18,64,3,3
Miles Scott,UC Riverside,FR,RF,0.232,0.269,0.283,0.552,41,104,99,13,23,2,0,1,13,1,4,25,1,0
Christopher Soeder,Mississippi Valley State,SR,1B,0.231,0.317,0.364,0.681,44,167,143,26,33,7,0,4,27,7,13,47,0,0
Connor Ostrander,Western Michigan,SR,RF,0.231,0.337,0.347,0.684,47,179,147,20,34,3,1,4,25,5,20,26,6,3
Davis Hanson,Yale,SR,1B,0.231,0.388,0.455,0.843,40,178,134,32,31,12,0,6,36,12,23,31,5,0
Jake Koonin,Princeton,SR,RF,0.231,0.341,0.385,0.725,42,185,156,21,36,9,0,5,24,10,17,27,10,2
Tommy Townsend,Xavier,JR,1B,0.231,0.319,0.488,0.806,46,138,121,18,28,5,1,8,20,1,15,35,1,1
Ryan McKay,Michigan State,JR,2B,0.231,0.343,0.297,0.641,56,237,195,28,45,7,0,2,26,9,26,27,6,4
Duncan Mathews,South Alabama,JR,C,0.231,0.392,0.374,0.766,57,264,195,37,45,10,0,6,35,11,42,37,2,0
TJ Aiken,Old Dominion,JR,CF,0.231,0.381,0.328,0.709,55,252,195,43,45,8,1,3,26,6,43,58,15,4
Ayden Frey,St. John&#8217;s,JR,2B,0.231,0.338,0.282,0.62,55,237,195,26,45,10,0,0,19,10,23,58,5,3
Maddox Molony,Oregon,JR,SS,0.231,0.34,0.448,0.788,59,257,212,43,49,10,0,12,39,12,26,38,3,1
Hunter Alvord,Sam Houston,JR,SS,0.231,0.358,0.387,0.745,58,257,212,45,49,9,0,8,33,3,40,72,24,6
Cole Cleveland,Florida International,SO,CF,0.231,0.357,0.373,0.73,48,211,169,27,39,8,2,4,23,10,26,52,9,4
Nich Francuzenko,Towson,SO,1B,0.231,0.341,0.361,0.702,48,174,147,32,34,7,0,4,30,4,21,27,4,0
Jake Redding,Hawaii,SO,C,0.231,0.315,0.331,0.646,47,181,160,19,37,11,1,1,22,4,16,35,2,2
Austin Fawley,Ole Miss,JR,C,0.23,0.354,0.494,0.848,53,209,174,29,40,7,0,13,39,5,29,73,0,0
Jaxon Byrd,UC Riverside,SR,1B,0.23,0.301,0.392,0.693,45,163,148,14,34,10,1,4,11,3,12,42,2,0
Krayton Morse,Western Illinois,GR,C,0.23,0.315,0.316,0.631,50,209,174,34,40,4,1,3,26,10,14,23,1,1
AJ Garcia,Bradley,JR,CF,0.23,0.321,0.391,0.712,49,189,161,21,37,6,4,4,25,3,19,55,17,5
Matt Leahy,Rider,JR,SS,0.23,0.298,0.299,0.598,49,214,187,31,43,8,1,1,26,3,16,20,15,3
Ty Lagoni,Bucknell,JR,SS,0.23,0.32,0.378,0.698,51,228,196,35,45,6,4,5,35,9,19,49,9,1
Jackson Toberman,North Florida,JR,1B,0.23,0.313,0.364,0.677,52,215,187,26,43,10,0,5,35,6,18,49,2,0
James McGee,Kennesaw State,SO,C,0.23,0.396,0.412,0.808,48,196,148,26,34,9,0,6,28,7,35,28,2,0
Dakota Chun,Portland,FR,C,0.23,0.304,0.351,0.655,44,169,148,18,34,9,0,3,24,4,13,41,0,0
Caleb Danzeisen,Arizona,FR,RF,0.23,0.382,0.338,0.72,43,186,148,24,34,6,2,2,15,2,35,44,3,0
Easton Dowell,McNeese,JR,SS,0.229,0.297,0.343,0.64,44,182,166,26,38,16,0,1,21,6,10,31,4,3
Carter French,North Carolina,SR,RF,0.229,0.386,0.284,0.67,48,147,109,25,25,2,2,0,13,9,20,25,5,1
Andrew Cain,Arizona,JR,LF,0.229,0.338,0.391,0.728,50,229,192,34,44,8,4,5,24,3,30,29,1,3
Zane Kelly,San Diego State,JR,RF,0.229,0.35,0.447,0.796,58,228,188,35,43,10,2,9,39,8,28,62,7,3
Jesiah Carpenter,UMBC,JR,CF,0.229,0.348,0.32,0.668,48,190,153,28,35,5,3,1,17,6,23,40,9,2
Brando Leroux,Florida Atlantic,GR,SS,0.229,0.328,0.288,0.617,52,211,170,29,39,5,1,1,26,6,22,26,9,1
Jake Barbour,UNC Greensboro,JR,2B,0.229,0.335,0.335,0.67,50,214,179,29,41,12,2,1,20,5,25,45,9,2
LT Cockrill,Delaware,SR,C,0.229,0.364,0.335,0.699,53,232,188,29,43,8,0,4,25,8,33,55,3,1
Christian Butera,Brown,SO,1B,0.229,0.344,0.359,0.704,43,183,153,27,35,7,2,3,26,12,16,59,2,0
Jackson LaLima,Houston,SO,3B,0.229,0.294,0.464,0.758,50,199,179,26,41,13,1,9,26,6,11,48,4,2
Ethan Kodama,California,SO,CF,0.228,0.357,0.291,0.648,44,159,127,21,29,5,0,1,12,8,19,45,5,4
Sheehan O'Connor,New Jersey Tech,GR,SS,0.228,0.293,0.268,0.561,39,146,127,16,29,5,0,0,12,5,7,51,1,1
Cameron Sewell,Sacramento State,JR,2B,0.228,0.332,0.337,0.669,56,220,184,30,42,11,0,3,27,14,16,48,8,3
Carson McEntire,Arizona,SO,CF,0.228,0.316,0.485,0.802,48,200,171,25,39,10,2,10,33,3,20,63,2,3
TJ Takats,Bowling Green,JR,LF,0.228,0.311,0.37,0.682,44,184,162,26,37,6,1,5,26,4,16,39,6,0
Jakob Poturnak,Sacramento State,JR,3B,0.228,0.307,0.438,0.744,59,251,224,36,51,14,0,11,50,5,21,70,1,0
Jake Hajdu,Elon,SO,SS,0.228,0.34,0.278,0.618,51,198,162,22,37,5,0,1,24,4,24,50,8,0
Jared Stevenson,Seattle,SR,RF,0.228,0.344,0.301,0.645,45,164,136,21,31,5,1,1,16,3,21,59,4,1
Zion Williams,Loyola Marymount,SR,DH,0.228,0.347,0.389,0.736,45,193,162,26,37,9,1,5,23,11,19,56,5,3
Bradley Brown,Queens (NC),FR,CF,0.228,0.314,0.356,0.67,45,174,149,19,34,8,1,3,22,6,14,43,12,3
Drew Lanphere,NC State,JR,C,0.227,0.344,0.341,0.685,51,160,132,22,30,6,0,3,23,2,23,26,0,0
Cam Bryant,Ohio,JR,SS,0.227,0.348,0.318,0.666,47,188,154,19,35,7,2,1,20,4,26,34,5,2
Jackson Harris,Samford,SO,1B,0.227,0.331,0.273,0.604,46,179,154,22,35,4,0,1,13,5,19,38,0,0
Jack Metcho,Nevada,SR,SS,0.227,0.35,0.311,0.661,41,163,132,26,30,9,1,0,16,4,22,29,2,1
Danny Surowiec,Boston College,SO,DH,0.227,0.37,0.318,0.689,45,135,110,16,25,4,0,2,12,8,17,32,4,1
Blake Herman,Canisius,FR,C,0.227,0.348,0.427,0.775,36,138,110,19,25,4,0,6,19,12,10,30,1,0
Noah Fields,UT Arlington,JR,1B,0.227,0.333,0.333,0.667,43,178,150,21,34,7,0,3,18,5,19,25,3,0
Eli Putnam,Florida State,SR,1B,0.226,0.317,0.44,0.757,50,187,159,28,36,5,1,9,32,5,17,46,2,1
Daniel Perez,La Salle,SR,2B,0.226,0.399,0.341,0.741,54,218,164,42,37,8,1,3,23,11,37,55,19,1
Greg Pace Jr.,Michigan,JR,CF,0.226,0.35,0.331,0.681,47,165,133,22,30,6,1,2,18,9,18,48,9,2
Nomar Garcia,Indiana State,SR,SS,0.226,0.326,0.258,0.584,49,190,159,29,36,5,0,0,17,3,21,42,11,4
Joey Canzoni,Saint Louis,SO,3B,0.226,0.346,0.322,0.668,51,212,177,23,40,8,0,3,22,8,25,57,3,0
Luke Wroblewski,South Dakota State,SR,RF,0.226,0.343,0.315,0.658,48,181,146,41,33,4,0,3,29,4,23,26,9,1
Tyler Cowan,Washington,SR,2B,0.226,0.361,0.3,0.661,57,236,190,25,43,11,0,1,19,10,31,27,3,3
Zach White,UL Monroe,SO,C,0.226,0.31,0.343,0.653,46,162,137,22,31,10,0,2,18,8,10,32,1,0
Garrett Shull,Oklahoma State,SO,2B,0.226,0.35,0.53,0.88,51,201,164,38,37,4,2,14,39,4,29,74,0,0
Javin Gauthier,Valparaiso,SO,3B,0.226,0.362,0.428,0.79,47,198,159,27,36,9,1,7,29,7,28,48,0,0
Baylor Roberts,UAB,FR,SS,0.226,0.294,0.347,0.642,56,222,190,31,43,5,3,4,31,6,14,53,11,2
Jake Bullard,Northern Colorado,GR,1B,0.225,0.343,0.338,0.681,54,246,204,28,46,11,0,4,23,9,28,69,5,0
Braydon Wooldridge,UC Davis,SR,LF,0.225,0.302,0.326,0.628,48,203,178,23,40,5,2,3,20,2,19,12,2,2
Brett Vondohlen,Middle Tennessee,JR,3B,0.225,0.307,0.377,0.685,57,232,204,34,46,10,0,7,34,4,21,59,2,1
Ivan Dahlberg,Northern Illinois,SR,C,0.225,0.445,0.432,0.877,54,240,169,36,38,11,0,8,29,18,50,35,5,0
Ranciel Ventura,Mercyhurst,GR,SS,0.225,0.349,0.317,0.666,41,174,142,22,32,7,0,2,22,6,22,35,14,1
Landon Mensik,Xavier,SO,LF,0.225,0.343,0.464,0.806,49,181,151,21,34,9,0,9,24,9,19,60,3,2
Cole Campbell,New Jersey Tech,JR,C,0.224,0.336,0.293,0.63,47,211,174,24,39,3,0,3,19,8,24,32,11,4
Charlie Niehaus,Cincinnati,SO,SS,0.224,0.338,0.394,0.732,50,203,165,33,37,9,2,5,19,6,25,54,13,3
Kydese Queen,Norfolk State,JR,3B,0.224,0.299,0.279,0.578,48,190,165,20,37,9,0,0,22,5,14,29,4,5
Gavin Collins,Pennsylvania,JR,LF,0.224,0.318,0.349,0.667,40,179,152,17,34,7,0,4,28,10,13,28,7,2
Kareh Valentin,New Orleans,SR,SS,0.224,0.27,0.259,0.528,49,192,174,15,39,1,1,1,18,2,10,34,3,2
Marcus Bradshaw,North Carolina A&#038;T,JR,LF,0.224,0.325,0.34,0.666,44,169,147,27,33,6,1,3,21,7,15,35,7,3
Cooper Chaplain,Little Rock,SR,2B,0.224,0.325,0.402,0.727,57,204,174,30,39,8,1,7,33,13,13,32,9,2
Tyler Beaulieu,Cornell,SO,LF,0.224,0.294,0.346,0.64,29,121,107,14,24,4,0,3,15,4,7,19,2,3
Colin Larson,Boston College,SO,LF,0.224,0.41,0.336,0.745,54,194,143,33,32,3,2,3,21,8,37,56,20,1
Jamie Zee,Notre Dame,FR,3B,0.224,0.323,0.373,0.695,48,191,161,29,36,7,1,5,33,4,21,64,2,0
Ethan Brittain,UNC Greensboro,FR,SS,0.224,0.299,0.255,0.554,50,190,161,22,36,3,1,0,23,3,16,41,4,5
Cade Martinez,San Diego,SR,SS,0.223,0.339,0.304,0.643,46,181,148,25,33,9,0,1,12,6,20,33,2,1
Lane Sparks,Lamar,JR,RF,0.223,0.356,0.405,0.761,47,149,121,27,27,1,3,5,24,1,25,34,8,2
Hunter Azemar,Texas A&#038;M-Corpus Christi,JR,C,0.223,0.338,0.33,0.669,39,136,112,18,25,3,0,3,19,2,18,30,0,4
Addison Klepsch,UC San Diego,SO,2B,0.223,0.351,0.338,0.689,46,168,139,22,31,8,1,2,26,3,25,24,4,4
Jake Haarde,Fairfield,SO,LF,0.223,0.322,0.375,0.697,49,216,184,25,41,10,0,6,32,4,24,43,9,0
Kody Watanabe,Hawaii,GR,2B,0.222,0.353,0.278,0.631,40,133,108,13,24,6,0,0,18,11,12,33,6,2
Justin Bremner,Canisius,SO,RF,0.222,0.294,0.306,0.6,36,120,108,15,24,1,1,2,12,2,9,27,5,2
William Zareh,Lindenwood,SO,C,0.222,0.311,0.339,0.65,48,209,180,24,40,6,0,5,31,8,17,29,1,2
Quinn Maher,VCU,JR,1B,0.222,0.377,0.367,0.745,62,268,207,44,46,10,1,6,44,18,36,39,4,0
Max Lane,Harvard,SR,CF,0.221,0.302,0.338,0.64,36,162,145,23,32,6,1,3,21,5,12,27,9,3
Hayden Miller,Bradley,SR,2B,0.221,0.37,0.417,0.787,56,247,199,41,44,12,0,9,32,26,21,84,22,2
Casen Taggart,Washington,GR,1B,0.221,0.337,0.397,0.734,43,164,136,22,30,5,2,5,15,0,25,43,3,0
Isaac McClenty,Jackson State,JR,CF,0.221,0.338,0.287,0.625,47,154,122,22,27,6,1,0,16,5,17,51,5,2
Griffin Scheiderer,Bowling Green,FR,SS,0.221,0.35,0.275,0.625,47,184,149,25,33,6,1,0,11,13,17,41,3,4
Brooks Henderson,UMBC,JR,2B,0.221,0.315,0.29,0.605,47,168,131,17,29,6,0,1,22,1,22,29,3,2
Zeb Swangim,UNC Asheville,FR,2B,0.221,0.313,0.276,0.589,44,172,145,22,32,8,0,0,18,7,13,39,1,1
Bryce Miller,Yale,FR,C,0.221,0.33,0.318,0.648,43,181,154,32,34,8,2,1,16,6,19,54,13,4
Silvio Giardina,Lehigh,FR,SS,0.221,0.326,0.287,0.613,43,147,122,17,27,4,2,0,15,3,16,43,2,1
Brayden Evans,Lamar,SR,LF,0.22,0.3,0.335,0.635,54,223,191,25,42,10,0,4,28,5,19,47,4,1
Marcus Sanders,Coppin State,SR,3B,0.22,0.327,0.333,0.66,45,159,132,17,29,7,1,2,23,4,17,36,8,3
Zach White,Northwestern State,FR,2B,0.22,0.327,0.268,0.595,42,157,127,14,28,3,0,1,14,6,16,32,6,0
Noah Burroughs,Delaware,SO,LF,0.22,0.292,0.367,0.658,42,168,150,19,33,3,2,5,26,3,13,45,2,1
Jake Hooten,Navy,FR,CF,0.22,0.376,0.356,0.732,39,150,118,23,26,5,1,3,15,5,25,41,21,1
Chase Beattie,Saint Louis,SR,DH,0.219,0.318,0.462,0.779,44,195,169,26,37,8,0,11,37,3,22,63,0,0
Cade Patterson,Louisiana Tech,SO,RF,0.219,0.353,0.318,0.671,57,243,192,31,42,7,0,4,38,4,38,56,6,1
Ty Johnson,Baylor,SR,CF,0.219,0.332,0.284,0.616,51,203,169,26,37,4,2,1,19,9,20,33,9,4
Jackson Hays,Yale,FR,2B,0.219,0.398,0.25,0.648,40,174,128,27,28,4,0,0,19,11,27,24,11,5
Jonas Salk,Portland,SR,2B,0.218,0.317,0.383,0.7,52,225,188,30,41,11,1,6,32,15,15,49,2,3
Luke Walton,Toledo,JR,DH,0.218,0.358,0.319,0.677,47,148,119,19,26,4,1,2,18,3,24,30,0,0
Ethan Lizama,South Carolina,SR,LF,0.218,0.303,0.37,0.672,50,188,165,21,36,11,1,4,20,5,15,37,1,2
Miguel Correa Jr.,Central Michigan,SO,2B,0.218,0.298,0.269,0.568,44,187,156,28,34,6,1,0,25,4,16,40,10,5
Mike Stellrecht,Binghamton,SR,SS,0.217,0.313,0.274,0.588,52,208,175,31,38,4,0,2,20,8,17,58,3,1
Wyatt Campbell,James Madison,SR,1B,0.217,0.34,0.414,0.754,51,189,157,27,34,5,1,8,26,5,25,46,6,0
AJ Anderson,Alabama A&#038;M,JR,SS,0.217,0.276,0.283,0.56,49,202,180,27,39,9,0,1,19,3,13,29,9,2
Jack Roventini,Villanova,FR,CF,0.217,0.335,0.275,0.611,41,166,138,24,30,2,3,0,13,3,22,50,16,4
Sam Gates,Virginia Tech,GR,CF,0.216,0.327,0.351,0.679,55,221,185,27,40,6,2,5,27,4,27,60,8,3
Zach Wadas,Loyola Marymount,JR,1B,0.216,0.354,0.447,0.802,56,237,190,34,41,8,3,10,34,2,41,82,11,2
Tyler Shulman,Harvard,JR,2B,0.216,0.328,0.241,0.57,34,141,116,13,25,3,0,0,10,5,15,17,0,1
Krew Bond,Saint Louis,JR,RF,0.216,0.284,0.358,0.642,41,153,134,21,29,5,1,4,17,4,9,32,2,0
JD Crisp,Xavier,SO,CF,0.216,0.298,0.315,0.614,45,126,111,18,24,2,0,3,9,2,11,47,6,2
Caden Mason,Presbyterian,JR,C,0.216,0.321,0.293,0.614,42,134,116,12,25,6,0,1,15,3,15,34,1,1
Lucas Johnson,Longwood,GR,DH,0.215,0.317,0.339,0.656,48,205,177,24,38,10,0,4,20,9,18,41,8,3
Matthew McGurk,Long Island,JR,RF,0.215,0.354,0.512,0.866,40,147,121,36,26,2,2,10,28,4,22,45,8,1
Pearson Riebock,Baylor,SO,2B,0.215,0.358,0.32,0.678,52,225,172,38,37,7,1,3,23,14,27,66,13,1
Ryan Lee,UC Davis,SR,C,0.214,0.295,0.315,0.61,47,191,168,21,36,11,0,2,16,5,15,42,0,1
Joey Bruno,St. Bonaventure,JR,2B,0.214,0.372,0.291,0.662,40,154,117,24,25,3,0,2,18,7,23,34,8,3
Travis Friend,Loyola Marymount,FR,CF,0.214,0.281,0.434,0.716,46,162,145,22,31,2,0,10,22,9,5,61,4,2
Mason Cisco,Canisius,SR,1B,0.213,0.358,0.262,0.62,43,152,122,16,26,3,0,1,25,6,22,22,0,0
Conner Vercollone,St. Bonaventure,JR,RF,0.213,0.37,0.291,0.661,46,183,141,21,30,11,0,0,11,10,27,48,3,0
Luke Vaughn,Alabama,SO,1B,0.213,0.364,0.452,0.816,50,197,155,35,33,8,1,9,30,12,26,36,0,0
Kamana Nahaku,Hawaii,GR,CF,0.213,0.397,0.288,0.685,50,215,160,27,34,6,0,2,13,17,32,44,17,5
Case Sullivan,Valparaiso,SO,SS,0.213,0.303,0.388,0.69,48,185,160,19,34,9,2,5,29,4,18,47,2,1
Josue Figueroa,Florida A&#038;M,JR,1B,0.213,0.347,0.305,0.652,53,220,174,28,37,7,0,3,31,5,34,35,1,1
Will Howard,Navy,FR,C,0.213,0.363,0.278,0.641,39,140,108,13,23,4,0,1,17,10,16,21,4,2
Owen Stelzer,Holy Cross,FR,SS,0.213,0.355,0.294,0.649,52,198,160,25,34,7,0,2,14,6,30,44,2,0
Nick Costello,UC San Diego,GR,RF,0.212,0.376,0.406,0.782,52,217,165,35,35,4,2,8,32,10,35,50,1,3
Andrew Kirchner,Cal State Fullerton,SR,1B,0.212,0.314,0.383,0.698,53,232,193,30,41,7,1,8,23,4,26,68,1,0
Zac Farrell,Army,SR,RF,0.212,0.304,0.297,0.6,36,138,118,22,25,4,0,2,20,10,6,27,9,2
Colton Ryals,Florida A&#038;M,SR,LF,0.212,0.316,0.333,0.649,45,114,99,17,21,3,0,3,14,1,14,24,3,1
Santiago Ordonez,North Florida,SR,C,0.211,0.363,0.276,0.639,42,160,123,14,26,8,0,0,15,5,27,27,0,0
Jayden Hylton,Stetson,SR,RF,0.211,0.312,0.335,0.647,51,186,161,29,34,5,0,5,19,8,16,63,4,1
Maddox Mihalakis,Arizona,SR,3B,0.211,0.277,0.317,0.593,50,224,199,27,42,9,3,2,30,3,17,51,1,1
Dom Patrizi,Lehigh,SR,CF,0.211,0.378,0.31,0.688,46,186,142,25,30,5,0,3,22,13,27,40,2,2
Chris Miller,Dartmouth,JR,LF,0.211,0.306,0.274,0.58,31,113,95,12,20,3,0,1,9,2,12,23,8,2
Cade Walter,Jacksonville,FR,RF,0.211,0.419,0.386,0.805,54,232,166,40,35,8,0,7,30,24,37,67,13,5
Lenox Lively,Queens (NC),SO,DH,0.211,0.326,0.385,0.711,45,130,109,15,23,7,0,4,14,0,19,32,2,0
Will Robbins,Princeton,SO,C,0.211,0.348,0.421,0.769,35,138,114,20,24,6,0,6,25,3,21,28,0,0
Taer Rodriguez,Dartmouth,SR,3B,0.21,0.292,0.287,0.579,39,165,143,16,30,5,0,2,15,6,11,29,4,1
Tanner Chun,Tulane,SO,CF,0.21,0.408,0.321,0.729,54,227,162,37,34,13,1,1,22,16,41,51,16,4
Dayton Franke,South Dakota State,SO,1B,0.21,0.329,0.331,0.66,53,220,181,23,38,10,0,4,31,16,18,47,0,0
Sean Scanlon,Richmond,GR,DH,0.209,0.344,0.41,0.754,48,164,134,25,28,9,0,6,24,11,17,37,3,0
Rylan Evans,Pacific,SR,3B,0.209,0.263,0.353,0.616,47,171,153,18,32,8,1,4,21,4,8,14,5,0
Kevin Denty,Elon,JR,DH,0.209,0.35,0.339,0.689,44,143,115,15,24,10,1,1,17,9,17,20,1,1
John LaFleur,Holy Cross,JR,LF,0.209,0.317,0.316,0.633,45,188,158,23,33,8,0,3,29,7,18,47,1,0
Beny Bikar Jr.,Southern,SO,SS,0.209,0.343,0.271,0.614,48,218,177,31,37,9,1,0,25,10,27,42,7,2
Matthew Lively,The Citadel,SR,CF,0.208,0.288,0.248,0.536,55,150,125,28,26,5,0,0,14,1,13,46,14,4
Zach Mazoch,UT Arlington,JR,DH,0.208,0.331,0.292,0.623,39,157,130,12,27,5,0,2,17,6,18,28,0,0
Chase Fogg,Saint Peter&#8217;s,SO,2B,0.208,0.363,0.282,0.645,48,196,149,23,31,5,0,2,16,13,25,55,6,1
Drew Canody,George Mason,SR,RF,0.208,0.288,0.292,0.579,47,164,144,28,30,6,0,2,15,7,9,38,15,1
Michael McAloose,Northwestern State,JR,3B,0.208,0.29,0.322,0.612,44,171,149,19,31,8,0,3,17,3,15,44,0,2
Maddox Riske,Southern California,SO,SS,0.208,0.281,0.257,0.538,49,168,144,15,30,4,0,1,18,2,13,21,3,1
Jayden Novak,La Salle,FR,C,0.208,0.384,0.47,0.854,53,220,168,44,35,10,2,10,40,16,33,57,10,1
Owen Estabrook,Columbia,JR,C,0.207,0.357,0.356,0.713,39,169,135,18,28,5,0,5,23,3,29,31,0,0
William Tyrrell,UNC Wilmington,SO,LF,0.207,0.317,0.321,0.639,50,168,140,24,29,6,2,2,25,5,19,28,7,0
Jabril Bullock,Delaware State,SR,2B,0.207,0.315,0.36,0.675,48,203,164,21,34,11,1,4,33,8,21,43,3,1
